"X","rent","avail","type","loc","sqm","rooms","street","description"
"1395",5851,"Indefinite","Apartment","Skanderborg",64,2,"Banegardsvej","Lejlighed, Banegardsvej, 8660 Skanderborg, etage: 01.                          Antal varelser: 2  Antal m2: 64  Husleje. 5.851 kr.  Indskud: 17.553 kr.  Post nummer: 8660  By: Skanderborg  Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"1396",5851,"Indefinite","Apartment","Skanderborg",64,2,"Banegardsvej","Lejlighed, Banegardsvej, 8660 Skanderborg, etage: 01.                          Antal varelser: 2  Antal m2: 64  Husleje. 5.851 kr.  Indskud: 17.553 kr.  Post nummer: 8660  By: Skanderborg  Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"1397",5897,"Indefinite","Apartment","Randers NV",96,3,"Viborgvej","Lejlighed, Viborgvej, 8920 Randers NV, etage: 3. th.                          Der er adgang til vaskeri.  Hvis du onsker, at se denne lejlighed ringer du alle hverdag fra 9 til 15.  Overtagelsesdato kan muligvis andres.  Ingen husdyr.  Centralt beliggende og renoveret hjorneejendom, tat pa banegarden og i gaafstand til byens centrum, med et stort udvalg af indkobsmuligheder. Der er falles gardhave til ejendommen, der samtidig giver adgang til stort falles og bornevenligt gardhavemiljo i omradet. Borneinstitutioner og skoler i gaafstand.  Vaskefaciliteter findes Sennelsgade 6.  Afhovlede massive tragulve og stuklofter."
"1398",5897,"Indefinite","Apartment","Randers NV",96,3,"Viborgvej","Lejlighed, Viborgvej, 8920 Randers NV, etage: 3. th.                          Der er adgang til vaskeri.  Hvis du onsker, at se denne lejlighed ringer du alle hverdag fra 9 til 15.  Overtagelsesdato kan muligvis andres.  Ingen husdyr.  Centralt beliggende og renoveret hjorneejendom, tat pa banegarden og i gaafstand til byens centrum, med et stort udvalg af indkobsmuligheder. Der er falles gardhave til ejendommen, der samtidig giver adgang til stort falles og bornevenligt gardhavemiljo i omradet. Borneinstitutioner og skoler i gaafstand.  Vaskefaciliteter findes Sennelsgade 6.  Afhovlede massive tragulve og stuklofter."
"1399",5100,"Under 1 year","Room","Aarhus C",16,1,"Ryesgade","Varelse, Ryesgade, 8000 Aarhus C.                          Hejsa! Da vores roomie flytter ud, soger min kareste og jeg en ny roomie til at dele vores store 4 varelses lejlighed med! Varelset er mobleret! Perfekt som pendler varelse! Hvis du kun skal have varelset i et par maneder, er det fint med os :D Anna L Hofman:  Jeg er 20 ar. Jeg arbejder i Magasin Du Nord ogsa studerer jeg til kosmetiker. Jeg elsker at vare social og have det sjovt. Jeg elsker at hygge med en god vin og et dejligt selskab - Lidt af en livsnyder!  Gideon Knight:  Jeg er 21 ar. Pt arbejder jeg pa McDonald's og spiller trommer i et band. Jeg kommer fra en familie med en stor interesse inden for alverdens musik og instrumenter, derfor spiller musikken en stor rolle i min hverdag.  Jeg er en person som elsker at skabe en god energi blandt folk!  Varelset er pa 16 kvm med udsigt ned til stroget i Aarhus C.  Huslejen er med ALT inklusiv.  - forsikring - el, vand og varme,  - fallesartikler  - internet  - selve huslejen  Lejligheden er pa 103 kvm med en spisestue, stue og kokken + badevarelse til fallesbrug. Derudover er den nyligt renoveret lejlighed spakket med lakre hvidevarer, sasom opvaskemaskine, torretumbler og vaskemaskine!  - billeder af resten af lejlighed, kan sendes safremt dette onskes :)  - Hvis vi lyder som noget for dig, sa smid os en besked med lidt om dig selv! Sa tager vi den derfra :) Med venlig hilsen  Anna & Gideon  Linker til ekstern betalingsside"
"1400",5100,"Under 1 year","Room","Aarhus C",16,1,"Ryesgade","Varelse, Ryesgade, 8000 Aarhus C.                          Hejsa! Da vores roomie flytter ud, soger min kareste og jeg en ny roomie til at dele vores store 4 varelses lejlighed med! Varelset er mobleret! Perfekt som pendler varelse! Hvis du kun skal have varelset i et par maneder, er det fint med os :D Anna L Hofman:  Jeg er 20 ar. Jeg arbejder i Magasin Du Nord ogsa studerer jeg til kosmetiker. Jeg elsker at vare social og have det sjovt. Jeg elsker at hygge med en god vin og et dejligt selskab - Lidt af en livsnyder!  Gideon Knight:  Jeg er 21 ar. Pt arbejder jeg pa McDonald's og spiller trommer i et band. Jeg kommer fra en familie med en stor interesse inden for alverdens musik og instrumenter, derfor spiller musikken en stor rolle i min hverdag.  Jeg er en person som elsker at skabe en god energi blandt folk!  Varelset er pa 16 kvm med udsigt ned til stroget i Aarhus C.  Huslejen er med ALT inklusiv.  - forsikring - el, vand og varme,  - fallesartikler  - internet  - selve huslejen  Lejligheden er pa 103 kvm med en spisestue, stue og kokken + badevarelse til fallesbrug. Derudover er den nyligt renoveret lejlighed spakket med lakre hvidevarer, sasom opvaskemaskine, torretumbler og vaskemaskine!  - billeder af resten af lejlighed, kan sendes safremt dette onskes :)  - Hvis vi lyder som noget for dig, sa smid os en besked med lidt om dig selv! Sa tager vi den derfra :) Med venlig hilsen  Anna & Gideon  Linker til ekstern betalingsside"
"1401",5294,"Indefinite","Room","Aarhus C",18,1,"Guldsmedgade","Varelse, Guldsmedgade, 8000 Aarhus C.                          Roomie soges til 18 kvm varelse i kampe herskabslejlighed i Aarhus C :) Vi bor i en virkelig lakker 233kvm stor herskabslejlighed i hjertet af Aarhus, i Guldsmedsgade. Vi mangler dog en roomie til <e9>t af lejlighedens 5 varelser, da Daniel er blevet sa voksen og kobt egen kolonihave. Dit varelse er pa 18 kvm, som er dejlig lyst med store vinduespartier med skon udsigt. Udover de 18kvm er der 150kvm til fri afbenyttelse i lejligheden. De 150kvm bestar af to store stuer, et stort kokken, et stort badevarelse og en stor entr<e9>, som du kan boltre dig pa! Der er mange muligheder i denne lakre lejlighed!! :) Vi ser gerne at du som lejer har en lyst til at bo sammen med andre og ved hvad dette indebarer - Bl.a. er man opryddelig, tager sin del af de huslige forpligtelser osv, sa der ikke er 4 andre som star med det :) Du kommer til at bo med fire andre, to piger og to drenge. Vi er i alderen 24-29 .  Nikolaj er maskinmester, og arbejder ude en maned og hjemme en maned. Sa, han arbejder meget eller har rigtig meget fri ;) Frede, vores midtjyske Benjamin, er altid klar pa hyggelige stunder. Mette som er Can pad. Antropolog kan altid fixe og faxe og fa fat i ting. Christine, som er husets eneste studerende, kan godt lide bade at bage og spise kage og ej forglemme hendes pastaforbrug (hurra for SU-venlig spise!) og herlige humor!  Fallesnavner for alle er, at vi er glade for at komme hjem til en lejlighed, hvor der favnes bredt og der gives plads og mulighed til alle! Kokkenet er husets samlingspunkt, hvor der bliver brygget kaffe, lavet mad, bagt, snakket, grinet - egentlig bare husets hjerterummet :) Vi har en falles drom om, at fa et mega fedt spil ind i den ene stue, ogsa kaldet jagtstuen. Her patanker vi noget a la bordtennis, pool, bobspil - you name it. Sa hvis du ligger inde med det, eller kunne tanke dig at vare en del af denne drom og bofallesskab, sa send en besked, og du vil hore fra os! Men men men, lige inden vi afslutter, skal vi dog navne det kedelige og torre: Den manedlige husleje er pa 5294,30kr. Vi har dog valgt at lejer ikke skal betale en maneds forudbetalt husleje, hvorfor det kun er depositum der skal betales. Denne svarende til 3 maneders huslejen:) Send gerne en besked, hvori du fortaller om dig selv.  Linker til ekstern betalingsside"
"1402",5294,"Indefinite","Room","Aarhus C",18,1,"Guldsmedgade","Varelse, Guldsmedgade, 8000 Aarhus C.                          Roomie soges til 18 kvm varelse i kampe herskabslejlighed i Aarhus C :) Vi bor i en virkelig lakker 233kvm stor herskabslejlighed i hjertet af Aarhus, i Guldsmedsgade. Vi mangler dog en roomie til <e9>t af lejlighedens 5 varelser, da Daniel er blevet sa voksen og kobt egen kolonihave. Dit varelse er pa 18 kvm, som er dejlig lyst med store vinduespartier med skon udsigt. Udover de 18kvm er der 150kvm til fri afbenyttelse i lejligheden. De 150kvm bestar af to store stuer, et stort kokken, et stort badevarelse og en stor entr<e9>, som du kan boltre dig pa! Der er mange muligheder i denne lakre lejlighed!! :) Vi ser gerne at du som lejer har en lyst til at bo sammen med andre og ved hvad dette indebarer - Bl.a. er man opryddelig, tager sin del af de huslige forpligtelser osv, sa der ikke er 4 andre som star med det :) Du kommer til at bo med fire andre, to piger og to drenge. Vi er i alderen 24-29 .  Nikolaj er maskinmester, og arbejder ude en maned og hjemme en maned. Sa, han arbejder meget eller har rigtig meget fri ;) Frede, vores midtjyske Benjamin, er altid klar pa hyggelige stunder. Mette som er Can pad. Antropolog kan altid fixe og faxe og fa fat i ting. Christine, som er husets eneste studerende, kan godt lide bade at bage og spise kage og ej forglemme hendes pastaforbrug (hurra for SU-venlig spise!) og herlige humor!  Fallesnavner for alle er, at vi er glade for at komme hjem til en lejlighed, hvor der favnes bredt og der gives plads og mulighed til alle! Kokkenet er husets samlingspunkt, hvor der bliver brygget kaffe, lavet mad, bagt, snakket, grinet - egentlig bare husets hjerterummet :) Vi har en falles drom om, at fa et mega fedt spil ind i den ene stue, ogsa kaldet jagtstuen. Her patanker vi noget a la bordtennis, pool, bobspil - you name it. Sa hvis du ligger inde med det, eller kunne tanke dig at vare en del af denne drom og bofallesskab, sa send en besked, og du vil hore fra os! Men men men, lige inden vi afslutter, skal vi dog navne det kedelige og torre: Den manedlige husleje er pa 5294,30kr. Vi har dog valgt at lejer ikke skal betale en maneds forudbetalt husleje, hvorfor det kun er depositum der skal betales. Denne svarende til 3 maneders huslejen:) Send gerne en besked, hvori du fortaller om dig selv.  Linker til ekstern betalingsside"
"1403",3100,"Indefinite","Apartment","Randers C",62,2,"Mollegade","Lejlighed, Mollegade, 8900 Randers C, etage: st. tv.                          Antal varelser: 2  Antal m2: 62  Husleje. 3.100 kr.  Indskud: 10.223 kr.  Post nummer: 8900  By: Randers C"
"1404",3100,"Indefinite","Apartment","Randers C",62,2,"Mollegade","Lejlighed, Mollegade, 8900 Randers C, etage: st. tv.                          Antal varelser: 2  Antal m2: 62  Husleje. 3.100 kr.  Indskud: 10.223 kr.  Post nummer: 8900  By: Randers C"
"1405",5000,"Indefinite","Apartment","Grenaa",96,3,"Storegade","Lejlighed, Storegade, 8500 Grenaa, etage: 2. sal.                          Antal varelser: 3  Antal m2: 96  Husleje. 5.000 kr.  Indskud: 16.305 kr.  Post nummer: 8500  By: Grenaa"
"1406",5000,"Indefinite","Apartment","Grenaa",96,3,"Storegade","Lejlighed, Storegade, 8500 Grenaa, etage: 2. sal.                          Antal varelser: 3  Antal m2: 96  Husleje. 5.000 kr.  Indskud: 16.305 kr.  Post nummer: 8500  By: Grenaa"
"1407",5196,"Indefinite","Apartment","Randers NV",80,2,"Viborgvej","Lejlighed, Viborgvej, 8920 Randers NV, etage: 3. tv.                          Der er adgang til vaskeri.  Hvis du onsker, at se denne lejlighed ringer du alle hverdag fra 9 til 15.  Overtagelsesdato kan muligvis andres.  Ingen husdyr.  Centralt beliggende og renoveret hjorneejendom, tat pa banegarden og i gaafstand til byens centrum, med et stort udvalg af indkobsmuligheder. Der er falles gardhave til ejendommen, der samtidig giver adgang til stort falles og bornevenligt gardhavemiljo i omradet. Borneinstitutioner og skoler i gaafstand.  Vaskefaciliteter findes Sennelsgade 6.  Afhovlede massive tragulve og stuklofter."
"1408",5196,"Indefinite","Apartment","Randers NV",80,2,"Viborgvej","Lejlighed, Viborgvej, 8920 Randers NV, etage: 3. tv.                          Der er adgang til vaskeri.  Hvis du onsker, at se denne lejlighed ringer du alle hverdag fra 9 til 15.  Overtagelsesdato kan muligvis andres.  Ingen husdyr.  Centralt beliggende og renoveret hjorneejendom, tat pa banegarden og i gaafstand til byens centrum, med et stort udvalg af indkobsmuligheder. Der er falles gardhave til ejendommen, der samtidig giver adgang til stort falles og bornevenligt gardhavemiljo i omradet. Borneinstitutioner og skoler i gaafstand.  Vaskefaciliteter findes Sennelsgade 6.  Afhovlede massive tragulve og stuklofter."
"1409",16313,"Indefinite","Apartment","Aarhus C",115,5,"Thit Jensens Gade","Lejlighed, Thit Jensens Gade, 8000 Aarhus C, etage: 3. th.                          Havneholmen ligger lige ud til vandet pa Aarhus O.  Med en lejlighed her er du sikret et hjem pa <e9>n af Aarhus<U+0092> mest attraktive adresser. Aarhus O er i imponerende udvikling, og der er skabt et smukt visuelt og funktionelt samspil mellem byen, havnen og bugten. Omradet byder pa en buffet af smuk arkitektur, spandende kulturelle tilbud, restauranter, cafeer, butikker og aktiviteter for smag."
"1410",16313,"Indefinite","Apartment","Aarhus C",115,5,"Thit Jensens Gade","Lejlighed, Thit Jensens Gade, 8000 Aarhus C, etage: 3. th.                          Havneholmen ligger lige ud til vandet pa Aarhus O.  Med en lejlighed her er du sikret et hjem pa <e9>n af Aarhus<U+0092> mest attraktive adresser. Aarhus O er i imponerende udvikling, og der er skabt et smukt visuelt og funktionelt samspil mellem byen, havnen og bugten. Omradet byder pa en buffet af smuk arkitektur, spandende kulturelle tilbud, restauranter, cafeer, butikker og aktiviteter for smag."
"1411",16100,"Indefinite","Apartment","Aarhus C",124,4,"Thit Jensens Gade","Lejlighed, Thit Jensens Gade, 8000 Aarhus C, etage: 1. th.                          Havneholmen ligger lige ud til vandet pa Aarhus O.  Med en lejlighed her er du sikret et hjem pa <e9>n af Aarhus<U+0092> mest attraktive adresser. Aarhus O er i imponerende udvikling, og der er skabt et smukt visuelt og funktionelt samspil mellem byen, havnen og bugten. Omradet byder pa en buffet af smuk arkitektur, spandende kulturelle tilbud, restauranter, cafeer, butikker og aktiviteter for smag."
"1412",16100,"Indefinite","Apartment","Aarhus C",124,4,"Thit Jensens Gade","Lejlighed, Thit Jensens Gade, 8000 Aarhus C, etage: 1. th.                          Havneholmen ligger lige ud til vandet pa Aarhus O.  Med en lejlighed her er du sikret et hjem pa <e9>n af Aarhus<U+0092> mest attraktive adresser. Aarhus O er i imponerende udvikling, og der er skabt et smukt visuelt og funktionelt samspil mellem byen, havnen og bugten. Omradet byder pa en buffet af smuk arkitektur, spandende kulturelle tilbud, restauranter, cafeer, butikker og aktiviteter for smag."
"1413",15679,"Indefinite","Apartment","Aarhus C",106,4,"Thit Jensens Gade","Lejlighed, Thit Jensens Gade, 8000 Aarhus C, etage: 2. th.                          Havneholmen ligger lige ud til vandet pa Aarhus O.  Med en lejlighed her er du sikret et hjem pa <e9>n af Aarhus<U+0092> mest attraktive adresser. Aarhus O er i imponerende udvikling, og der er skabt et smukt visuelt og funktionelt samspil mellem byen, havnen og bugten. Omradet byder pa en buffet af smuk arkitektur, spandende kulturelle tilbud, restauranter, cafeer, butikker og aktiviteter for smag."
"1414",15679,"Indefinite","Apartment","Aarhus C",106,4,"Thit Jensens Gade","Lejlighed, Thit Jensens Gade, 8000 Aarhus C, etage: 2. th.                          Havneholmen ligger lige ud til vandet pa Aarhus O.  Med en lejlighed her er du sikret et hjem pa <e9>n af Aarhus<U+0092> mest attraktive adresser. Aarhus O er i imponerende udvikling, og der er skabt et smukt visuelt og funktionelt samspil mellem byen, havnen og bugten. Omradet byder pa en buffet af smuk arkitektur, spandende kulturelle tilbud, restauranter, cafeer, butikker og aktiviteter for smag."
"1415",15400,"Indefinite","Apartment","Aarhus C",112,4,"Thit Jensens Gade","Lejlighed, Thit Jensens Gade, 8000 Aarhus C, etage: 1. th.                          Havneholmen ligger lige ud til vandet pa Aarhus O.  Med en lejlighed her er du sikret et hjem pa <e9>n af Aarhus<U+0092> mest attraktive adresser. Aarhus O er i imponerende udvikling, og der er skabt et smukt visuelt og funktionelt samspil mellem byen, havnen og bugten. Omradet byder pa en buffet af smuk arkitektur, spandende kulturelle tilbud, restauranter, cafeer, butikker og aktiviteter for smag."
"1416",15400,"Indefinite","Apartment","Aarhus C",112,4,"Thit Jensens Gade","Lejlighed, Thit Jensens Gade, 8000 Aarhus C, etage: 1. th.                          Havneholmen ligger lige ud til vandet pa Aarhus O.  Med en lejlighed her er du sikret et hjem pa <e9>n af Aarhus<U+0092> mest attraktive adresser. Aarhus O er i imponerende udvikling, og der er skabt et smukt visuelt og funktionelt samspil mellem byen, havnen og bugten. Omradet byder pa en buffet af smuk arkitektur, spandende kulturelle tilbud, restauranter, cafeer, butikker og aktiviteter for smag."
